ip,duration,trans_protocol,app_protocol,send_bytes,recv_bytes,t_same_main_engine,t_same_server,t_same_server_rate,t_diff_server_rate,t_diff_main_engine_rate,t_same_main_engine_2,t_same_server_2,t_same_server_rate_2,t_diff_server_rate_2,t_diff_main_engine_rate_2,same_main_engine,same_server,same_server_rate,diff_server_rate,same_src_rate,diff_src_rate,std,mean,send_rst_flag_rate
39.156.66.18,76983,TCP,OTHER,246,198,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,138068.27140716324,5257.582417582417,0.33766
192.168.89.22,5004957,TCP,HTTP,1646,559,18,48,1.0,0.0,0.62,11,26,1.0,0.0,0.58,37,37,1.0,0.0,0.03,0.97,138068.24956773614,5258.3626373626375,0.33766
112.60.8.236,62352,TCP,HTTPS,209,64,3,16,1.0,0.0,0.81,2,5,1.0,0.0,0.6,3,3,1.0,0.0,0.33,0.67,138068.2611615993,5258.034965034965,0.33766
112.45.24.252,32511534,TCP,HTTPS,1067,720,1,21,1.0,0.0,0.95,1,9,1.0,0.0,0.89,1,1,1.0,0.0,1.0,0.0,138068.1304431916,5262.315684315684,0.33866
121.194.4.12,343,TCP,HTTPS,373,82,1,22,1.0,0.0,0.95,1,9,1.0,0.0,0.89,1,1,1.0,0.0,1.0,0.0,138068.16261995246,5261.301698301699,0.33766
120.241.190.53,3815468,TCP,HTTPS,354,128,1,18,1.0,0.0,0.94,1,10,1.0,0.0,0.9,1,1,1.0,0.0,1.0,0.0,138068.1694402522,5261.105894105895,0.33866
192.168.59.4,4220500,TCP,HTTP,2002,11999,1,4,1.0,0.0,0.75,1,3,1.0,0.0,0.67,7,7,1.0,0.0,0.14,0.86,138068.1271210655,5262.569430569431,0.33866
192.168.59.4,4219866,TCP,HTTP,1942,9113,2,5,1.0,0.0,0.6,2,4,1.0,0.0,0.5,8,8,1.0,0.0,0.12,0.88,138068.0862155229,5263.973026973027,0.33866
192.168.59.4,4205336,TCP,HTTP,1094,913,3,6,1.0,0.0,0.5,3,5,1.0,0.0,0.4,9,9,1.0,0.0,0.11,0.89,138068.06866194613,5264.518481518481,0.33866
192.168.59.4,4195539,TCP,HTTP,1094,895,4,7,1.0,0.0,0.43,4,6,1.0,0.0,0.33,10,10,1.0,0.0,0.1,0.9,138068.05073033698,5265.074925074925,0.33866
223.109.146.129,198871,TCP,HTTPS,2161,5225,1,2,1.0,0.0,0.5,1,1,1.0,0.0,0.0,3,3,1.0,0.0,0.33,0.67,138068.00508070848,5266.686313686314,0.33866
192.168.89.22,143780,TCP,HTTP,472,527,1,5,1.0,0.0,0.8,1,1,1.0,0.0,0.0,29,29,1.0,0.0,0.03,0.97,138068.00732040743,5266.621378621378,0.33966
51.104.15.252,2861724,TCP,HTTPS,10691,7673,1,3,1.0,0.0,0.67,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,138068.03284648276,5276.754245754246,0.33966
192.168.89.22,143700,TCP,HTTP,472,528,2,6,1.0,0.0,0.67,2,2,1.0,0.0,0.0,28,28,1.0,0.0,0.04,0.96,138068.03546771608,5276.6783216783215,0.34066
183.232.23.240,159028,TCP,HTTPS,1411,3104,1,4,1.0,0.0,0.75,1,3,1.0,0.0,0.67,5,5,1.0,0.0,0.2,0.8,138068.00863216273,5277.54045954046,0.34166
47.93.55.132,235129,TCP,HTTPS,1555,6375,1,5,1.0,0.0,0.8,1,4,1.0,0.0,0.75,2,2,1.0,0.0,0.5,0.5,138067.9802148604,5278.476523476524,0.34166
192.168.89.22,169886,TCP,HTTP,472,527,3,7,1.0,0.0,0.57,3,3,1.0,0.0,0.0,28,28,1.0,0.0,0.04,0.96,138067.98246010483,5278.411588411588,0.34266
112.34.111.235,268,TCP,HTTPS,149,64,1,6,1.0,0.0,0.83,1,5,1.0,0.0,0.8,1,1,1.0,0.0,1.0,0.0,138067.99410495575,5278.087912087912,0.34266
120.253.253.97,39356,TCP,HTTPS,251,64,1,7,1.0,0.0,0.86,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,138068.00458855156,5277.791208791209,0.34266
39.156.66.14,42037020,TCP,HTTPS,240,415,1,8,1.0,0.0,0.88,1,7,1.0,0.0,0.86,1,1,1.0,0.0,1.0,0.0,138068.0154720115,5277.483516483517,0.34366
192.168.89.22,10220,TCP,HTTP,472,527,4,8,1.0,0.0,0.5,4,4,1.0,0.0,0.0,26,26,1.0,0.0,0.04,0.96,138068.01809364615,5277.407592407592,0.34466
112.34.111.52,14062416,TCP,HTTPS,240,351,1,9,1.0,0.0,0.89,1,8,1.0,0.0,0.88,1,1,1.0,0.0,1.0,0.0,138068.02897625006,5277.0999000999,0.34565
192.168.89.22,199389,TCP,HTTP,472,527,5,9,1.0,0.0,0.44,5,5,1.0,0.0,0.0,26,26,1.0,0.0,0.04,0.96,138068.03159767354,5277.023976023976,0.34665
192.168.89.10,87356,TCP,HTTP,483,532,1,10,1.0,0.0,0.9,1,6,1.0,0.0,0.83,24,24,1.0,0.0,0.04,0.96,138068.03163235736,5277.022977022977,0.34765
192.168.89.10,87240,TCP,HTTP,483,531,2,11,1.0,0.0,0.82,2,7,1.0,0.0,0.71,25,25,1.0,0.0,0.04,0.96,138068.03387174394,5276.958041958042,0.34865
192.168.89.10,101471,TCP,HTTP,483,531,3,12,1.0,0.0,0.75,3,8,1.0,0.0,0.62,26,26,1.0,0.0,0.04,0.96,138068.0361110999,5276.893106893107,0.34965
192.168.89.10,109762,TCP,HTTP,483,531,4,13,1.0,0.0,0.69,4,9,1.0,0.0,0.56,27,27,1.0,0.0,0.04,0.96,138068.03614578283,5276.892107892108,0.35065
192.168.93.30,3281,TCP,HTTP,546,595,1,14,1.0,0.0,0.93,1,10,1.0,0.0,0.9,3,3,1.0,0.0,0.33,0.67,138068.03583741316,5276.9010989010985,0.35065
192.168.89.22,232098,TCP,HTTP,472,528,6,15,1.0,0.0,0.6,6,11,1.0,0.0,0.45,25,25,1.0,0.0,0.04,0.96,138068.0384245078,5276.8261738261735,0.35165
124.70.24.185,39391,TCP,HTTPS,202,128,1,9,1.0,0.0,0.89,1,9,1.0,0.0,0.89,1,1,1.0,0.0,1.0,0.0,138068.05031904843,5276.491508491508,0.35165
39.156.66.18,74271,TCP,HTTP,246,198,1,16,1.0,0.0,0.94,1,12,1.0,0.0,0.92,2,1,0.5,0.5,0.5,0.5,138068.01754176832,5277.642357642358,0.35065
112.45.32.36,14615928,TCP,HTTPS,180,280,1,11,1.0,0.0,0.91,1,11,1.0,0.0,0.91,1,1,1.0,0.0,1.0,0.0,138068.02800322467,5277.350649350649,0.34965
192.168.89.22,179067,TCP,HTTP,472,527,7,17,1.0,0.0,0.59,7,13,1.0,0.0,0.46,25,25,1.0,0.0,0.04,0.96,138068.02800322467,5277.350649350649,0.34965
183.220.151.36,14597557,TCP,HTTPS,240,313,1,12,1.0,0.0,0.92,1,12,1.0,0.0,0.92,1,1,1.0,0.0,1.0,0.0,138068.0366462745,5277.107892107892,0.34965
112.45.32.36,14566242,TCP,HTTPS,300,313,2,13,1.0,0.0,0.85,2,13,1.0,0.0,0.85,2,2,1.0,0.0,0.5,0.5,138068.04535457288,5276.8601398601395,0.35065
112.45.32.36,14566319,TCP,HTTPS,300,313,3,14,1.0,0.0,0.79,3,14,1.0,0.0,0.79,3,3,1.0,0.0,0.33,0.67,138068.0540282083,5276.613386613387,0.35165
112.45.32.36,14566102,TCP,HTTPS,240,313,4,15,1.0,0.0,0.73,4,15,1.0,0.0,0.73,4,4,1.0,0.0,0.25,0.75,138068.06487482385,5276.306693306693,0.35265
192.168.89.10,90671,TCP,HTTP,483,531,5,18,1.0,0.0,0.72,5,14,1.0,0.0,0.64,25,25,1.0,0.0,0.04,0.96,138068.06711387297,5276.241758241758,0.35365
192.168.89.10,87853,TCP,HTTP,483,531,6,19,1.0,0.0,0.68,6,15,1.0,0.0,0.6,26,26,1.0,0.0,0.04,0.96,138068.06935289156,5276.176823176823,0.35465
192.168.89.10,216129,TCP,HTTP,483,532,7,20,1.0,0.0,0.65,7,16,1.0,0.0,0.56,27,27,1.0,0.0,0.04,0.96,138068.07159187953,5276.111888111888,0.35564
14.116.249.17,50453,TCP,OTHER,3493,5906,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,138068.00218749832,5279.053946053946,0.35564
117.184.34.196,199340,TCP,HTTPS,1630,7237,1,16,1.0,0.0,0.94,1,16,1.0,0.0,0.94,4,4,1.0,0.0,0.25,0.75,138067.96937979548,5280.134865134865,0.35564
183.232.23.240,171542,TCP,HTTPS,1428,3104,2,17,1.0,0.0,0.88,2,17,1.0,0.0,0.88,6,6,1.0,0.0,0.17,0.83,138067.9420476619,5281.013986013986,0.35664
39.106.123.113,227469,TCP,HTTPS,1698,6375,1,18,1.0,0.0,0.94,1,18,1.0,0.0,0.94,4,4,1.0,0.0,0.25,0.75,138067.90741015275,5282.163836163836,0.35664
192.168.94.132,97,TCP,OTHER,78,64,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,138067.9220664786,5281.759240759241,0.35664
192.168.89.10,117357,TCP,HTTP,419,532,8,17,1.0,0.0,0.53,8,17,1.0,0.0,0.53,25,25,1.0,0.0,0.04,0.96,138067.92104307195,5281.788211788212,0.35664
192.168.89.10,117283,TCP,HTTP,419,531,9,18,1.0,0.0,0.5,9,18,1.0,0.0,0.5,25,25,1.0,0.0,0.04,0.96,138067.92324535834,5281.725274725275,0.35764
192.168.89.10,121524,TCP,HTTP,419,532,10,19,1.0,0.0,0.47,10,19,1.0,0.0,0.47,25,25,1.0,0.0,0.04,0.96,138067.92548234074,5281.661338661339,0.35764
192.168.89.10,117861,TCP,HTTP,419,531,11,20,1.0,0.0,0.45,11,20,1.0,0.0,0.45,25,25,1.0,0.0,0.04,0.96,138068.01086700757,5276.665334665335,0.35864
192.168.89.10,77138,TCP,HTTP,419,532,12,21,1.0,0.0,0.43,12,21,1.0,0.0,0.43,26,26,1.0,0.0,0.04,0.96,138068.01534083395,5276.536463536463,0.35964
192.168.89.10,119172,TCP,HTTP,419,532,13,22,1.0,0.0,0.41,13,22,1.0,0.0,0.41,27,27,1.0,0.0,0.04,0.96,138068.01978032358,5276.408591408592,0.36064
192.168.89.10,121140,TCP,HTTP,419,532,14,23,1.0,0.0,0.39,14,23,1.0,0.0,0.39,28,28,1.0,0.0,0.04,0.96,138068.02421969466,5276.2807192807195,0.36164
192.168.89.10,118943,TCP,HTTP,483,532,15,24,1.0,0.0,0.38,15,24,1.0,0.0,0.38,29,29,1.0,0.0,0.03,0.97,138068.01579662084,5276.517482517483,0.36264
192.168.89.10,118709,TCP,HTTP,483,532,16,25,1.0,0.0,0.36,16,25,1.0,0.0,0.36,30,30,1.0,0.0,0.03,0.97,138068.09833389035,5272.107892107892,0.36364
117.147.199.51,6699334,TCP,HTTPS,3621,4788,1,19,1.0,0.0,0.95,1,19,1.0,0.0,0.95,1,1,1.0,0.0,1.0,0.0,138068.02518505687,5275.242757242757,0.36364
192.168.89.10,10838,TCP,HTTP,483,531,17,28,1.0,0.0,0.39,17,28,1.0,0.0,0.39,29,29,1.0,0.0,0.03,0.97,138068.0277712518,5275.167832167832,0.36464
112.60.8.236,260034,TCP,HTTPS,209,64,1,20,1.0,0.0,0.95,1,12,1.0,0.0,0.92,5,5,1.0,0.0,0.2,0.8,138068.0478200395,5274.6033966033965,0.36364
192.168.59.4,5033422,TCP,HTTP,3809,28244,1,29,1.0,0.0,0.97,1,22,1.0,0.0,0.95,5,5,1.0,0.0,0.2,0.8,138067.97472842893,5277.861138861139,0.36364
183.223.42.239,328,TCP,HTTPS,149,64,1,21,1.0,0.0,0.95,1,13,1.0,0.0,0.92,1,1,1.0,0.0,1.0,0.0,138067.98895888825,5277.4625374625375,0.36364
183.223.42.239,202,TCP,HTTPS,149,64,2,22,1.0,0.0,0.91,2,14,1.0,0.0,0.86,2,2,1.0,0.0,0.5,0.5,138068.00318819538,5277.063936063936,0.36364
183.223.42.239,148,TCP,HTTPS,149,64,3,23,1.0,0.0,0.87,3,15,1.0,0.0,0.8,3,3,1.0,0.0,0.33,0.67,138068.01741635028,5276.665334665335,0.36364
183.223.42.239,327,TCP,HTTPS,149,64,4,24,1.0,0.0,0.83,4,16,1.0,0.0,0.75,4,4,1.0,0.0,0.25,0.75,138068.02940429153,5276.331668331668,0.36264
183.223.42.241,464,TCP,HTTPS,149,64,1,25,1.0,0.0,0.96,1,17,1.0,0.0,0.94,1,1,1.0,0.0,1.0,0.0,138068.07056761623,5275.066933066933,0.36264
183.223.42.241,326,TCP,HTTPS,149,64,2,26,1.0,0.0,0.92,2,18,1.0,0.0,0.89,2,2,1.0,0.0,0.5,0.5,138068.09904387998,5274.231768231768,0.36164
183.223.42.239,202,TCP,HTTPS,149,64,5,27,1.0,0.0,0.81,5,19,1.0,0.0,0.74,5,5,1.0,0.0,0.2,0.8,138068.1777951565,5271.228771228772,0.36164
183.223.42.241,1272,TCP,HTTPS,149,64,3,28,1.0,0.0,0.89,3,20,1.0,0.0,0.85,3,3,1.0,0.0,0.33,0.67,138068.23021123046,5269.535464535465,0.36164
183.223.42.241,190,TCP,HTTPS,149,64,4,29,1.0,0.0,0.86,4,21,1.0,0.0,0.81,4,4,1.0,0.0,0.25,0.75,138068.2421819226,5269.201798201798,0.36064
192.168.59.4,4901024,TCP,HTTP,2070,11999,2,30,1.0,0.0,0.93,2,19,1.0,0.0,0.89,6,6,1.0,0.0,0.17,0.83,138068.19852755993,5270.723276723276,0.36064
192.168.59.4,4900784,TCP,HTTP,1950,9113,3,31,1.0,0.0,0.9,3,20,1.0,0.0,0.85,7,7,1.0,0.0,0.14,0.86,138068.15510432568,5272.1998001998,0.35964
192.168.59.4,4898398,TCP,HTTP,1890,2041,4,32,1.0,0.0,0.88,4,21,1.0,0.0,0.81,8,8,1.0,0.0,0.12,0.88,138068.11574072568,5273.54045954046,0.35964
192.168.59.4,4896464,TCP,HTTP,1890,3226,5,33,1.0,0.0,0.85,5,22,1.0,0.0,0.77,9,9,1.0,0.0,0.11,0.89,138068.07636409646,5274.881118881119,0.35964
192.168.59.4,4889195,TCP,HTTP,1098,895,6,34,1.0,0.0,0.82,6,23,1.0,0.0,0.74,10,10,1.0,0.0,0.1,0.9,138068.05864646254,5275.430569430569,0.35964
192.168.89.22,6006146,TCP,HTTP,788,6551,10,35,1.0,0.0,0.71,3,22,1.0,0.0,0.86,13,13,1.0,0.0,0.08,0.92,138068.05061107123,5275.671328671328,0.35964
192.168.89.22,6005822,TCP,HTTP,792,733,11,36,1.0,0.0,0.69,4,23,1.0,0.0,0.83,13,13,1.0,0.0,0.08,0.92,138068.04247963981,5275.915084915085,0.35964
192.168.89.22,6005817,TCP,HTTP,789,786,12,37,1.0,0.0,0.68,5,24,1.0,0.0,0.79,13,13,1.0,0.0,0.08,0.92,138068.03444514645,5276.1558441558445,0.35964
192.168.89.22,6003213,TCP,HTTP,790,909,13,38,1.0,0.0,0.66,6,25,1.0,0.0,0.76,14,14,1.0,0.0,0.07,0.93,138068.0113696361,5276.817182817183,0.35964
112.45.32.148,236593,TCP,HTTPS,472,420,1,30,1.0,0.0,0.97,1,18,1.0,0.0,0.94,1,1,1.0,0.0,1.0,0.0,138067.99898172743,5277.160839160839,0.35964
192.168.89.10,5931986,TCP,HTTP,788,6588,18,39,1.0,0.0,0.54,11,23,1.0,0.0,0.52,22,22,1.0,0.0,0.05,0.95,138067.97596635573,5277.82017982018,0.35964
192.168.89.10,5931754,TCP,HTTP,792,734,19,40,1.0,0.0,0.53,12,24,1.0,0.0,0.5,22,22,1.0,0.0,0.05,0.95,138067.96783112615,5278.063936063936,0.35964
192.168.89.10,5931677,TCP,HTTP,790,1020,20,41,1.0,0.0,0.51,13,25,1.0,0.0,0.48,23,23,1.0,0.0,0.04,0.96,138067.9596919348,5278.307692307692,0.35964
192.168.89.10,5931639,TCP,HTTP,789,786,21,42,1.0,0.0,0.5,14,26,1.0,0.0,0.46,24,24,1.0,0.0,0.04,0.96,138067.95165326446,5278.548451548451,0.35964
111.19.219.38,13473014,TCP,HTTPS,240,313,1,31,1.0,0.0,0.97,1,16,1.0,0.0,0.94,1,1,1.0,0.0,1.0,0.0,138067.9599163222,5278.316683316683,0.35964
211.137.95.102,520,TCP,HTTPS,170,86,1,32,1.0,0.0,0.97,1,14,1.0,0.0,0.93,1,1,1.0,0.0,1.0,0.0,138067.9711305192,5278.003996003996,0.35864
23.48.201.33,39882113,TCP,HTTPS,180,216,1,27,1.0,0.0,0.96,1,14,1.0,0.0,0.93,1,1,1.0,0.0,1.0,0.0,138067.9842145042,5277.636363636364,0.35964
23.48.201.33,39865432,TCP,HTTPS,180,216,2,27,1.0,0.0,0.93,2,15,1.0,0.0,0.87,2,2,1.0,0.0,0.5,0.5,138067.99729750905,5277.268731268731,0.36064
23.48.201.33,39856589,TCP,HTTPS,180,216,3,28,1.0,0.0,0.89,3,16,1.0,0.0,0.81,3,3,1.0,0.0,0.33,0.67,138068.01037953375,5276.9010989010985,0.36164
192.168.89.22,233986,TCP,HTTP,472,527,11,40,1.0,0.0,0.72,5,15,1.0,0.0,0.67,15,15,1.0,0.0,0.07,0.93,138068.01300084827,5276.825174825175,0.36264
192.168.93.30,3075,TCP,HTTP,546,595,2,40,1.0,0.0,0.95,1,16,1.0,0.0,0.94,3,3,1.0,0.0,0.33,0.67,138068.01306929422,5276.823176823177,0.36264
23.48.201.33,39817303,TCP,HTTPS,180,216,4,28,1.0,0.0,0.86,4,17,1.0,0.0,0.76,4,4,1.0,0.0,0.25,0.75,138068.02611591434,5276.456543456544,0.36364
23.48.201.33,39817098,TCP,HTTPS,180,216,5,29,1.0,0.0,0.83,5,18,1.0,0.0,0.72,5,5,1.0,0.0,0.2,0.8,138068.03919577374,5276.088911088911,0.36464
23.48.201.33,39819917,TCP,HTTPS,180,216,6,30,1.0,0.0,0.8,6,19,1.0,0.0,0.68,6,6,1.0,0.0,0.17,0.83,138068.052274653,5275.721278721278,0.36563
192.168.93.30,21985,TCP,HTTP,546,595,3,41,1.0,0.0,0.93,2,17,1.0,0.0,0.88,4,4,1.0,0.0,0.25,0.75,138068.04972237741,5275.795204795205,0.36464
192.168.89.22,10335,TCP,HTTP,472,527,10,41,1.0,0.0,0.76,6,18,1.0,0.0,0.67,15,15,1.0,0.0,0.07,0.93,138068.0497223774,5275.795204795205,0.36464
192.168.89.10,111422,TCP,HTTP,419,531,19,39,1.0,0.0,0.51,5,18,1.0,0.0,0.72,22,22,1.0,0.0,0.05,0.95,138068.0541953904,5275.666333666333,0.36563
192.168.89.10,150259,TCP,HTTP,419,532,20,40,1.0,0.0,0.5,6,19,1.0,0.0,0.68,23,23,1.0,0.0,0.04,0.96,138068.04800765624,5275.839160839161,0.36663
192.168.89.10,148058,TCP,HTTP,483,532,21,41,1.0,0.0,0.49,7,20,1.0,0.0,0.65,24,24,1.0,0.0,0.04,0.96,138068.05017805495,5275.776223776224,0.36763
192.168.89.10,150029,TCP,HTTP,419,531,22,42,1.0,0.0,0.48,8,21,1.0,0.0,0.62,25,25,1.0,0.0,0.04,0.96,138068.05241228043,5275.712287712287,0.36763
192.168.89.10,150162,TCP,HTTP,419,532,23,43,1.0,0.0,0.47,9,22,1.0,0.0,0.59,26,26,1.0,0.0,0.04,0.96,138068.0546464763,5275.648351648351,0.36763
192.168.89.10,149678,TCP,HTTP,483,532,24,44,1.0,0.0,0.45,10,23,1.0,0.0,0.57,27,27,1.0,0.0,0.04,0.96,138068.05426458514,5275.659340659341,0.36763
192.168.89.10,149640,TCP,HTTP,419,532,25,45,1.0,0.0,0.44,11,24,1.0,0.0,0.54,28,28,1.0,0.0,0.04,0.96,138068.0586690439,5275.532467532467,0.36863
192.168.89.10,106524,TCP,HTTP,483,531,25,44,1.0,0.0,0.43,12,25,1.0,0.0,0.52,29,29,1.0,0.0,0.03,0.97,138068.06090772903,5275.467532467533,0.36963
192.168.89.10,106214,TCP,HTTP,483,532,26,45,1.0,0.0,0.42,13,26,1.0,0.0,0.5,30,30,1.0,0.0,0.03,0.97,138068.06314638356,5275.402597402597,0.37063
192.168.89.10,106026,TCP,HTTP,483,532,27,46,1.0,0.0,0.41,14,27,1.0,0.0,0.48,31,31,1.0,0.0,0.03,0.97,138068.0653850075,5275.337662337663,0.37163
192.168.89.10,100004,TCP,HTTP,483,531,28,46,1.0,0.0,0.39,15,28,1.0,0.0,0.46,32,32,1.0,0.0,0.03,0.97,138068.06500314115,5275.348651348651,0.37163
44.240.100.190,27790478,TCP,HTTPS,180,391,1,31,1.0,0.0,0.97,1,10,1.0,0.0,0.9,1,1,1.0,0.0,1.0,0.0,138068.07584159088,5275.045954045954,0.37063
221.182.23.197,102113,TCP,HTTPS,568,304,1,30,1.0,0.0,0.97,1,11,1.0,0.0,0.91,1,1,1.0,0.0,1.0,0.0,138068.06449938414,5275.367632367633,0.37063
192.168.93.30,2974,TCP,HTTP,546,595,3,46,1.0,0.0,0.93,3,24,1.0,0.0,0.88,4,4,1.0,0.0,0.25,0.75,138068.06232917187,5275.430569430569,0.36963
192.168.89.22,141387,TCP,HTTP,472,527,10,47,1.0,0.0,0.79,7,25,1.0,0.0,0.72,16,16,1.0,0.0,0.06,0.94,138068.06047695503,5275.483516483517,0.36963
192.168.89.10,84731,TCP,HTTP,483,532,29,47,1.0,0.0,0.38,16,26,1.0,0.0,0.38,33,33,1.0,0.0,0.03,0.97,138068.0582428356,5275.547452547453,0.36963
192.168.89.10,120559,TCP,HTTP,483,531,30,48,1.0,0.0,0.38,17,27,1.0,0.0,0.37,34,34,1.0,0.0,0.03,0.97,138068.0685473024,5275.240759240759,0.37063
192.168.89.22,110379,TCP,HTTP,472,527,10,49,1.0,0.0,0.8,8,28,1.0,0.0,0.71,15,15,1.0,0.0,0.07,0.93,138068.07916800407,5274.925074925075,0.37163
192.168.93.30,2396,TCP,HTTP,546,595,4,50,1.0,0.0,0.92,4,25,1.0,0.0,0.84,5,5,1.0,0.0,0.2,0.8,138068.08736610037,5274.679320679321,0.37163
192.168.89.22,8447,TCP,HTTP,472,527,11,51,1.0,0.0,0.78,5,26,1.0,0.0,0.81,16,16,1.0,0.0,0.06,0.94,138068.1016390511,5274.24975024975,0.37263
192.168.89.211,18062,TCP,HTTPS,966,648,1,26,1.0,0.0,0.96,1,11,1.0,0.0,0.91,1,1,1.0,0.0,1.0,0.0,138068.09597558258,5274.427572427572,0.37363
192.168.89.10,8909,TCP,HTTP,483,531,28,49,1.0,0.0,0.43,14,23,1.0,0.0,0.39,35,35,1.0,0.0,0.03,0.97,138068.0699402166,5275.431568431569,0.37463
192.168.89.22,183387,TCP,HTTP,472,527,12,50,1.0,0.0,0.76,6,24,1.0,0.0,0.75,16,16,1.0,0.0,0.06,0.94,138068.08062627362,5275.113886113886,0.37562
192.168.93.30,3443,TCP,HTTP,546,595,5,51,1.0,0.0,0.9,5,25,1.0,0.0,0.8,6,6,1.0,0.0,0.17,0.83,138068.08872736507,5274.871128871129,0.37562
192.168.89.10,102009,TCP,HTTP,483,531,29,52,1.0,0.0,0.44,15,26,1.0,0.0,0.42,36,36,1.0,0.0,0.03,0.97,138068.08872736504,5274.871128871129,0.37562
192.168.89.10,68071,TCP,HTTP,483,532,30,53,1.0,0.0,0.43,16,27,1.0,0.0,0.41,37,37,1.0,0.0,0.03,0.97,138068.0803067123,5275.107892107892,0.37662
202.89.233.101,16849340,TCP,OTHER,120,198,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,138068.13904240704,5272.486513486513,0.37762
192.168.89.22,179261,TCP,HTTP,472,527,14,45,1.0,0.0,0.69,10,31,1.0,0.0,0.68,17,17,1.0,0.0,0.06,0.94,138068.21668315877,5268.943056943057,0.37862
23.55.47.223,424329,TCP,HTTPS,2741,10155,1,25,1.0,0.0,0.96,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,138068.15691796105,5271.198801198801,0.37862
192.168.89.22,540092,TCP,HTTP,472,527,15,46,1.0,0.0,0.67,10,29,1.0,0.0,0.66,18,18,1.0,0.0,0.06,0.94,138068.15950195896,5271.1238761238765,0.37962
192.168.99.200,4684,TCP,HTTP,810,807,1,46,1.0,0.0,0.98,1,22,1.0,0.0,0.95,1,1,1.0,0.0,1.0,0.0,138068.17862173077,5270.486513486513,0.37862
192.168.89.10,132905,TCP,HTTP,483,531,21,43,1.0,0.0,0.51,6,19,1.0,0.0,0.68,34,34,1.0,0.0,0.03,0.97,138068.18082386773,5270.422577422577,0.37962
192.168.89.22,355357,TCP,HTTP,472,527,16,43,1.0,0.0,0.63,10,19,1.0,0.0,0.47,18,18,1.0,0.0,0.06,0.94,138068.22705767213,5268.8261738261735,0.38062
192.168.89.10,96533,TCP,HTTP,483,531,22,44,1.0,0.0,0.5,7,19,1.0,0.0,0.63,35,35,1.0,0.0,0.03,0.97,138068.27006357565,5267.36063936064,0.38162
223.6.6.6,111130,TCP,HTTPS,529,298,1,16,1.0,0.0,0.94,1,5,1.0,0.0,0.8,1,1,1.0,0.0,1.0,0.0,138068.28764274198,5266.817182817183,0.38262
192.168.89.10,77636,TCP,HTTP,483,532,23,41,1.0,0.0,0.44,6,15,1.0,0.0,0.6,36,36,1.0,0.0,0.03,0.97,138068.32917496056,5265.411588411588,0.38362
192.168.89.10,118285,TCP,HTTP,483,531,24,42,1.0,0.0,0.43,7,16,1.0,0.0,0.56,37,37,1.0,0.0,0.03,0.97,138068.370692857,5264.005994005994,0.38462
223.109.146.194,199760,TCP,HTTPS,2153,5289,1,16,1.0,0.0,0.94,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,138068.3429142659,5265.05994005994,0.38462
192.168.89.22,191099,TCP,HTTP,472,527,13,39,1.0,0.0,0.67,8,17,1.0,0.0,0.53,19,19,1.0,0.0,0.05,0.95,138068.3429142659,5265.05994005994,0.38462
192.168.89.10,67221,TCP,HTTP,483,531,21,40,1.0,0.0,0.47,7,17,1.0,0.0,0.59,35,35,1.0,0.0,0.03,0.97,138068.34418953978,5265.022977022977,0.38561
117.184.34.196,205987,TCP,HTTPS,1622,7233,1,15,1.0,0.0,0.93,1,5,1.0,0.0,0.8,2,2,1.0,0.0,0.5,0.5,138068.3116683284,5266.096903096903,0.38561
39.106.123.113,230719,TCP,HTTPS,1558,6382,1,16,1.0,0.0,0.94,1,6,1.0,0.0,0.83,2,2,1.0,0.0,0.5,0.5,138068.31358132532,5266.024975024975,0.38561
39.156.66.18,98360,TCP,OTHER,246,198,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,2,2,1.0,0.0,0.5,0.5,138068.35017048303,5264.89010989011,0.38462
112.13.121.43,38142,TCP,HTTPS,276,209,1,17,1.0,0.0,0.94,1,7,1.0,0.0,0.86,1,1,1.0,0.0,1.0,0.0,138068.39041501065,5263.6123876123875,0.38462
192.168.89.22,87277,TCP,HTTP,472,527,14,41,1.0,0.0,0.66,8,14,1.0,0.0,0.43,20,20,1.0,0.0,0.05,0.95,138068.47324215292,5258.625374625374,0.38561
192.168.92.18,14523,TCP,SSL,985,1995,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,138068.52728183984,5256.8101898101895,0.38761
192.168.92.18,21108,TCP,SSL,1780,2838,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,138068.51655557763,5257.212787212788,0.38661
