ip,duration,trans_protocol,app_protocol,send_bytes,recv_bytes,t_same_main_engine,t_same_server,t_same_server_rate,t_diff_server_rate,t_diff_main_engine_rate,t_same_main_engine_2,t_same_server_2,t_same_server_rate_2,t_diff_server_rate_2,t_diff_main_engine_rate_2,same_main_engine,same_server,same_server_rate,diff_server_rate,same_src_rate,diff_src_rate,std,mean,send_rst_flag_rate,label
192.168.89.10,5250305,0,1,548,2212,34,51,1.0,0.0,0.33,15,23,1.0,0.0,0.35,43,43,1.0,0.0,0.02,0.98,818.0229916150056,618.1598401598402,0.34165999999999996,0
192.168.89.22,6181427,0,1,537,2207,17,52,1.0,0.0,0.67,8,24,1.0,0.0,0.67,28,28,1.0,0.0,0.04,0.96,818.0027849811819,618.2777222777222,0.34066,0
192.168.89.10,5622280,0,1,548,2211,32,50,1.0,0.0,0.36,16,24,1.0,0.0,0.33,44,44,1.0,0.0,0.02,0.98,817.9815411821763,618.4065934065934,0.33966,0
192.168.89.10,5828430,0,1,548,2211,33,51,1.0,0.0,0.35,17,25,1.0,0.0,0.32,45,45,1.0,0.0,0.02,0.98,817.9733693743068,618.4715284715285,0.33866,0
192.168.89.22,6782466,0,1,607,2704,18,52,1.0,0.0,0.65,8,24,1.0,0.0,0.67,28,28,1.0,0.0,0.04,0.96,817.9622331892454,618.5954045954047,0.33766,0
192.168.89.22,6053576,0,1,543,2702,19,53,1.0,0.0,0.64,9,25,1.0,0.0,0.64,29,29,1.0,0.0,0.03,0.97,817.8286478558911,618.9930069930069,0.33666,0
192.168.89.10,5489842,0,1,548,2211,34,54,1.0,0.0,0.37,16,26,1.0,0.0,0.38,46,46,1.0,0.0,0.02,0.98,817.8204279589582,619.0579420579421,0.33566,0
192.168.89.10,5708347,0,1,548,2211,28,45,1.0,0.0,0.38,13,21,1.0,0.0,0.38,47,47,1.0,0.0,0.02,0.98,817.8102997490082,619.1338661338661,0.33466999999999997,0
192.168.89.22,1104966,0,1,472,527,17,46,1.0,0.0,0.63,8,22,1.0,0.0,0.64,30,30,1.0,0.0,0.03,0.97,817.8122028235008,619.1228771228771,0.33466999999999997,0
192.168.89.10,5460420,0,1,548,2211,29,47,1.0,0.0,0.38,14,22,1.0,0.0,0.36,48,48,1.0,0.0,0.02,0.98,817.8020684831669,619.1988011988012,0.33366999999999997,0
192.168.89.22,12686,0,1,472,527,18,48,1.0,0.0,0.62,7,22,1.0,0.0,0.68,31,31,1.0,0.0,0.03,0.97,817.8039724493608,619.1878121878121,0.33366999999999997,0
39.156.66.18,1100167,0,1,246,198,1,49,1.0,0.0,0.98,1,23,1.0,0.0,0.96,1,1,1.0,0.0,1.0,0.0,817.8379511128868,619.1038961038961,0.33366999999999997,0
192.168.76.110,5231215,0,3,1659,2752,2,2,1.0,0.0,0.0,1,1,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,818.4859998221463,620.2787212787213,0.33266999999999997,0
192.168.89.22,6169592,0,1,537,2207,19,49,1.0,0.0,0.61,7,20,1.0,0.0,0.65,32,32,1.0,0.0,0.03,0.97,818.4387820722818,620.4855144855145,0.33266999999999997,0
192.168.89.22,6160609,0,1,537,2207,20,50,1.0,0.0,0.6,7,20,1.0,0.0,0.65,33,33,1.0,0.0,0.03,0.97,818.4314977899702,620.5394605394605,0.33166999999999996,0
192.168.89.22,6697692,0,1,537,2207,21,49,1.0,0.0,0.57,8,21,1.0,0.0,0.62,34,34,1.0,0.0,0.03,0.97,818.4222884907041,620.6043956043956,0.33066999999999996,0
192.168.89.22,6478937,0,1,537,2207,22,50,1.0,0.0,0.56,9,22,1.0,0.0,0.59,34,34,1.0,0.0,0.03,0.97,818.3408533329987,620.8951048951049,0.33066999999999996,0
192.168.89.10,6053216,0,1,548,2212,26,50,1.0,0.0,0.48,13,23,1.0,0.0,0.43,49,49,1.0,0.0,0.02,0.98,818.3305611136539,620.971028971029,0.32966999999999996,0
192.168.89.10,5489662,0,1,548,2211,27,51,1.0,0.0,0.47,12,22,1.0,0.0,0.45,50,50,1.0,0.0,0.02,0.98,818.3202617205957,621.0469530469529,0.32866999999999996,0
192.168.89.10,5658654,0,1,548,2211,27,51,1.0,0.0,0.47,12,22,1.0,0.0,0.45,51,51,1.0,0.0,0.02,0.98,818.3099551535533,621.1228771228771,0.32766999999999996,0
192.168.89.10,5503398,0,1,548,2211,28,51,1.0,0.0,0.45,13,23,1.0,0.0,0.43,52,52,1.0,0.0,0.02,0.98,818.3015710788283,621.1878121878121,0.32666999999999996,0
192.168.89.10,5694581,0,1,548,2211,29,52,1.0,0.0,0.44,14,24,1.0,0.0,0.42,53,53,1.0,0.0,0.02,0.98,818.3036606804062,621.0709290709291,0.32666999999999996,0
192.168.89.10,5799862,0,1,548,2211,26,46,1.0,0.0,0.43,14,24,1.0,0.0,0.42,54,54,1.0,0.0,0.02,0.98,818.1180060817496,620.4425574425575,0.32666999999999996,0
192.168.89.22,6422275,0,1,537,2207,15,38,1.0,0.0,0.61,7,16,1.0,0.0,0.56,34,34,1.0,0.0,0.03,0.97,818.0775797990883,620.6293706293708,0.32666999999999996,0
192.168.89.10,5787484,0,1,548,2211,22,39,1.0,0.0,0.44,9,17,1.0,0.0,0.47,55,55,1.0,0.0,0.02,0.98,815.4540568144419,618.4875124875125,0.32666999999999996,0
192.168.89.22,6629472,0,1,537,2207,16,39,1.0,0.0,0.59,8,18,1.0,0.0,0.56,34,34,1.0,0.0,0.03,0.97,815.4071177576589,618.6943056943057,0.32666999999999996,0
192.168.89.22,5863506,0,1,537,2207,16,39,1.0,0.0,0.59,8,17,1.0,0.0,0.53,34,34,1.0,0.0,0.03,0.97,815.4098825471839,618.5664335664336,0.32666999999999996,0
192.168.89.22,6480871,0,1,537,2207,16,39,1.0,0.0,0.59,9,17,1.0,0.0,0.47,35,35,1.0,0.0,0.03,0.97,815.4007962447107,618.6313686313687,0.32566999999999996,0
192.168.89.10,5511559,0,1,548,2211,22,40,1.0,0.0,0.45,8,18,1.0,0.0,0.56,56,56,1.0,0.0,0.02,0.98,815.3925806724685,618.6963036963037,0.32468,0
192.168.89.22,6156479,0,1,537,2207,17,41,1.0,0.0,0.59,10,19,1.0,0.0,0.47,35,35,1.0,0.0,0.03,0.97,815.3834838346638,618.7612387612388,0.32368,0
192.168.89.10,5678453,0,1,548,2211,23,41,1.0,0.0,0.44,9,18,1.0,0.0,0.5,56,56,1.0,0.0,0.02,0.98,815.3733529818039,618.8371628371629,0.32268,0
192.168.89.22,6338581,0,1,607,2704,17,42,1.0,0.0,0.6,10,19,1.0,0.0,0.47,36,36,1.0,0.0,0.03,0.97,815.3674497744063,618.924075924076,0.32268,0
192.168.89.22,6159168,0,1,537,2207,18,43,1.0,0.0,0.58,11,20,1.0,0.0,0.45,37,37,1.0,0.0,0.03,0.97,815.3583345164598,618.989010989011,0.32168,0
192.168.89.22,11212,0,1,472,527,19,44,1.0,0.0,0.57,12,21,1.0,0.0,0.43,37,37,1.0,0.0,0.03,0.97,815.3602413616268,618.978021978022,0.32168,0
192.168.89.22,10980,0,1,472,528,20,45,1.0,0.0,0.56,13,22,1.0,0.0,0.41,38,38,1.0,0.0,0.03,0.97,815.36214805423,618.967032967033,0.32168,0
192.168.89.22,6539354,0,1,537,2207,21,45,1.0,0.0,0.53,14,23,1.0,0.0,0.39,39,39,1.0,0.0,0.03,0.97,815.3184854315488,618.6063936063937,0.32168,0
192.168.89.22,6390885,0,1,537,2207,20,40,1.0,0.0,0.5,11,19,1.0,0.0,0.42,40,40,1.0,0.0,0.03,0.97,815.3112976056942,618.6603396603398,0.32068,0
192.168.89.10,5485990,0,1,548,2211,19,40,1.0,0.0,0.53,5,16,1.0,0.0,0.69,51,51,1.0,0.0,0.02,0.98,815.2372422221808,618.9440559440559,0.32068,0
192.168.89.22,5928203,0,1,537,2207,21,41,1.0,0.0,0.49,12,17,1.0,0.0,0.29,41,41,1.0,0.0,0.02,0.98,815.2281239168923,619.008991008991,0.31968,0
192.168.89.10,5375402,0,1,548,2211,20,42,1.0,0.0,0.52,6,18,1.0,0.0,0.67,51,51,1.0,0.0,0.02,0.98,815.0517238039166,619.4785214785213,0.31868,0
117.147.199.51,221466,0,3,3213,4394,1,2,1.0,0.0,0.5,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,819.1476672161667,622.2057942057942,0.31768,0
111.63.96.53,224624,0,3,1676,1527,1,3,1.0,0.0,0.67,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,819.8099094293234,623.4085914085914,0.31668,0
192.168.89.22,95361,0,1,472,527,22,43,1.0,0.0,0.49,13,19,1.0,0.0,0.32,40,40,1.0,0.0,0.03,0.97,819.2942225810381,622.3266733266734,0.31668,0
192.168.89.22,74218,0,1,472,527,23,44,1.0,0.0,0.48,14,20,1.0,0.0,0.3,40,40,1.0,0.0,0.03,0.97,818.7349744601321,621.2087912087912,0.31768,0
192.168.89.22,8294,0,1,472,527,24,44,1.0,0.0,0.45,15,20,1.0,0.0,0.25,41,41,1.0,0.0,0.02,0.98,818.736903234761,621.1978021978023,0.31768,0
192.168.89.22,8162,0,1,472,528,25,45,1.0,0.0,0.44,16,21,1.0,0.0,0.24,41,41,1.0,0.0,0.02,0.98,817.2284901356633,619.4725274725274,0.31868,0
220.181.12.191,169813,0,3,1394,4572,1,4,1.0,0.0,0.75,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,817.5812643372435,620.3936063936063,0.31768,0
192.168.89.22,6293476,0,1,537,2207,23,37,1.0,0.0,0.38,17,22,1.0,0.0,0.23,42,42,1.0,0.0,0.02,0.98,817.5607247044728,620.5114885114887,0.31668,0
192.168.89.22,195479,0,1,472,527,24,38,1.0,0.0,0.37,17,21,1.0,0.0,0.19,43,43,1.0,0.0,0.02,0.98,817.549388777715,620.5644355644356,0.31668,0
192.168.89.22,6585118,0,1,537,2207,24,36,1.0,0.0,0.33,16,20,1.0,0.0,0.2,44,44,1.0,0.0,0.02,0.98,817.5288237116927,620.6823176823177,0.31568,0
192.168.89.22,6323637,0,1,537,2207,24,35,1.0,0.0,0.31,15,18,1.0,0.0,0.17,45,45,1.0,0.0,0.02,0.98,817.5215183349522,620.7362637362637,0.31469,0
39.156.66.18,82889,0,1,520,417,1,36,1.0,0.0,0.97,1,16,1.0,0.0,0.94,2,2,1.0,0.0,0.5,0.5,817.516126388692,620.7732267732267,0.31369,0
192.168.89.22,6331468,0,1,537,2207,25,37,1.0,0.0,0.32,14,17,1.0,0.0,0.18,46,46,1.0,0.0,0.02,0.98,817.5068882094804,620.8381618381618,0.31269,0
192.168.89.22,6100193,0,1,537,2208,26,38,1.0,0.0,0.32,13,16,1.0,0.0,0.19,47,47,1.0,0.0,0.02,0.98,817.136842672068,619.973026973027,0.31169,0
192.168.89.22,1116541,0,1,472,527,27,39,1.0,0.0,0.31,13,16,1.0,0.0,0.19,48,48,1.0,0.0,0.02,0.98,816.6251730975804,618.9000999000999,0.31269,0
39.156.66.18,1076484,0,1,246,198,2,39,1.0,0.0,0.95,2,17,1.0,0.0,0.88,3,3,1.0,0.0,0.33,0.67,816.6969939030753,618.6743256743257,0.31169,0
39.156.66.18,90953,0,1,246,198,3,38,1.0,0.0,0.92,3,18,1.0,0.0,0.83,4,4,1.0,0.0,0.25,0.75,816.6613260204279,617.8591408591409,0.31169,0
223.109.146.129,219812,0,3,2126,5289,1,4,1.0,0.0,0.75,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,818.0366459784784,619.5114885114887,0.31069,0
192.168.89.22,1114967,0,1,472,527,25,39,1.0,0.0,0.36,14,19,1.0,0.0,0.26,47,47,1.0,0.0,0.02,0.98,818.0366459784784,619.5114885114887,0.31069,0
192.168.89.22,71203,0,1,472,527,25,37,1.0,0.0,0.32,14,19,1.0,0.0,0.26,47,47,1.0,0.0,0.02,0.98,818.0385535991414,619.5004995004995,0.31069,0
192.168.89.22,6826460,0,1,537,2207,26,36,1.0,0.0,0.28,15,20,1.0,0.0,0.25,48,48,1.0,0.0,0.02,0.98,818.0313307109286,619.5544455544457,0.30969,0
192.168.89.22,75825,0,1,472,527,27,36,1.0,0.0,0.25,15,18,1.0,0.0,0.17,49,49,1.0,0.0,0.02,0.98,818.0313307109288,619.5544455544457,0.30969,0
192.168.89.22,172499,0,1,472,527,28,37,1.0,0.0,0.24,16,19,1.0,0.0,0.16,50,50,1.0,0.0,0.02,0.98,818.0313307109286,619.5544455544457,0.30969,0
192.168.89.22,133129,0,1,472,527,29,38,1.0,0.0,0.24,16,19,1.0,0.0,0.16,51,51,1.0,0.0,0.02,0.98,818.0313307109288,619.5544455544457,0.30969,0
192.168.89.22,5834626,0,1,537,2208,30,38,1.0,0.0,0.21,14,17,1.0,0.0,0.18,52,52,1.0,0.0,0.02,0.98,818.0241042013713,619.6083916083917,0.30869,0
192.168.89.22,5943105,0,1,537,2207,31,39,1.0,0.0,0.21,15,18,1.0,0.0,0.17,52,52,1.0,0.0,0.02,0.98,818.0168740703739,619.6623376623377,0.30769,0
192.168.89.22,6034104,0,1,537,2207,32,40,1.0,0.0,0.2,16,19,1.0,0.0,0.16,53,53,1.0,0.0,0.02,0.98,818.0096403178403,619.7162837162837,0.30669,0
192.168.89.22,11244,0,1,472,527,33,41,1.0,0.0,0.2,17,20,1.0,0.0,0.15,54,54,1.0,0.0,0.02,0.98,817.9983620838956,619.7692307692307,0.30669,0
192.168.89.22,7278,0,1,472,527,34,42,1.0,0.0,0.19,18,21,1.0,0.0,0.14,54,54,1.0,0.0,0.02,0.98,817.987080267267,619.8221778221779,0.30669,0
112.53.36.112,167730,0,1,1031,648,1,43,1.0,0.0,0.98,1,22,1.0,0.0,0.95,1,1,1.0,0.0,1.0,0.0,817.9966567673148,620.6233766233768,0.30569,0
192.168.89.22,5810958,0,1,537,2207,26,32,1.0,0.0,0.19,13,16,1.0,0.0,0.19,55,55,1.0,0.0,0.02,0.98,817.994743949093,620.6403596403596,0.30569,0
192.168.89.22,81102,0,1,472,527,25,31,1.0,0.0,0.19,12,13,1.0,0.0,0.08,55,55,1.0,0.0,0.02,0.98,817.9834056954712,620.6933066933067,0.30569,0
192.168.89.22,7506,0,1,472,527,26,32,1.0,0.0,0.19,12,13,1.0,0.0,0.08,53,53,1.0,0.0,0.02,0.98,818.9692608278945,623.012987012987,0.3047,0
192.168.89.22,7310,0,1,472,528,27,33,1.0,0.0,0.18,13,14,1.0,0.0,0.07,53,53,1.0,0.0,0.02,0.98,818.9692608278945,623.012987012987,0.3047,0
192.168.89.22,5914581,0,1,537,2207,28,34,1.0,0.0,0.18,14,15,1.0,0.0,0.07,54,54,1.0,0.0,0.02,0.98,818.9618147761366,623.0669330669332,0.3037,0
192.168.89.22,5832285,0,1,537,2207,27,32,1.0,0.0,0.16,12,14,1.0,0.0,0.14,55,55,1.0,0.0,0.02,0.98,819.0345731300987,622.8471528471529,0.3027,0
192.168.89.22,284187,0,1,472,527,23,28,1.0,0.0,0.18,7,8,1.0,0.0,0.12,56,56,1.0,0.0,0.02,0.98,819.0345731300989,622.8471528471529,0.3027,0
192.168.89.22,228917,0,1,472,527,23,28,1.0,0.0,0.18,8,9,1.0,0.0,0.11,57,57,1.0,0.0,0.02,0.98,818.9125984866977,623.1678321678322,0.3037,0
192.168.89.22,110705,0,1,472,528,17,19,1.0,0.0,0.11,4,4,1.0,0.0,0.0,57,57,1.0,0.0,0.02,0.98,818.9125984866977,623.1678321678322,0.3037,0
192.168.89.22,72120,0,1,472,527,18,20,1.0,0.0,0.1,5,5,1.0,0.0,0.0,58,58,1.0,0.0,0.02,0.98,818.9125984866977,623.1678321678322,0.3037,0
192.168.89.22,9965,0,1,472,527,17,19,1.0,0.0,0.11,6,6,1.0,0.0,0.0,59,59,1.0,0.0,0.02,0.98,818.7424691154739,623.5654345654345,0.3047,0
192.168.89.10,275500,0,1,483,531,1,19,1.0,0.0,0.95,1,6,1.0,0.0,0.83,26,26,1.0,0.0,0.04,0.96,818.7534558521503,623.3836163836164,0.30569,0
192.168.89.22,116930,0,1,472,527,12,14,1.0,0.0,0.14,6,7,1.0,0.0,0.14,59,59,1.0,0.0,0.02,0.98,818.7534558521503,623.3836163836164,0.30569,0
117.147.199.51,4162456,0,3,1327,855,1,3,1.0,0.0,0.67,1,1,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,819.0429806294412,624.2267732267733,0.30569,0
192.168.89.10,102313,0,1,483,531,2,15,1.0,0.0,0.87,2,8,1.0,0.0,0.75,27,27,1.0,0.0,0.04,0.96,819.0370539888232,624.2577422577423,0.30669,0
192.168.89.22,126803,0,1,472,527,12,15,1.0,0.0,0.2,5,7,1.0,0.0,0.29,58,58,1.0,0.0,0.02,0.98,819.0343343529996,624.2717282717283,0.30769,0
223.109.146.194,202938,0,3,2195,5225,1,4,1.0,0.0,0.75,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,820.5191455997477,626.005994005994,0.30769,0
192.168.99.135,69,0,0,78,64,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,820.6846756987787,625.6263736263736,0.30869,1
192.168.99.135,58,0,0,78,64,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,820.8501997891952,625.2457542457543,0.30969,1
192.168.89.22,1321074,0,1,472,527,2,2,1.0,0.0,0.0,1,1,1.0,0.0,0.0,59,59,1.0,0.0,0.02,0.98,820.6699448074246,625.6573426573426,0.31069,0
192.168.89.22,134275,0,1,472,527,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.0,59,59,1.0,0.0,0.02,0.98,820.5453746913897,625.981018981019,0.31169,0
183.232.23.240,171999,0,3,1531,3109,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,820.9036524197473,627.3626373626372,0.31169,0
39.106.123.113,227544,0,3,1571,6375,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,821.355784163184,628.6863136863138,0.31169,0
124.70.24.185,30226625,0,3,1511,5017,1,3,1.0,0.0,0.67,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,821.7072629624031,630.012987012987,0.31169,0
192.168.89.10,99330,0,1,483,531,1,3,1.0,0.0,0.67,1,3,1.0,0.0,0.67,22,22,1.0,0.0,0.05,0.95,821.5227619764778,630.4355644355644,0.31269,0
192.168.89.10,79707,0,1,483,532,2,4,1.0,0.0,0.5,2,3,1.0,0.0,0.33,22,22,1.0,0.0,0.05,0.95,821.5207161742825,630.4465534465535,0.31269,0
192.168.89.10,123799,0,1,483,531,3,5,1.0,0.0,0.4,3,4,1.0,0.0,0.25,22,22,1.0,0.0,0.05,0.95,817.9419993351198,627.8751248751249,0.31369,0
192.168.89.10,123502,0,1,419,532,4,6,1.0,0.0,0.33,4,5,1.0,0.0,0.2,22,22,1.0,0.0,0.05,0.95,817.9077030237936,627.982017982018,0.31469,0
192.168.89.10,105277,0,1,483,531,5,7,1.0,0.0,0.29,5,6,1.0,0.0,0.17,23,23,1.0,0.0,0.04,0.96,817.831393930323,628.2187812187813,0.31568,0
192.168.89.10,110964,0,1,483,531,6,8,1.0,0.0,0.25,6,7,1.0,0.0,0.14,23,23,1.0,0.0,0.04,0.96,817.8110490408047,628.3066933066933,0.31668,0
192.168.89.10,102871,0,1,483,531,7,9,1.0,0.0,0.22,7,8,1.0,0.0,0.12,23,23,1.0,0.0,0.04,0.96,817.5503896202508,627.4935064935065,0.31768,0
192.168.89.10,122242,0,1,483,531,8,10,1.0,0.0,0.2,8,9,1.0,0.0,0.11,24,24,1.0,0.0,0.04,0.96,817.5483734231775,627.5044955044955,0.31768,0
192.168.89.10,117555,0,1,483,531,9,11,1.0,0.0,0.18,9,10,1.0,0.0,0.1,25,25,1.0,0.0,0.04,0.96,817.3642305551014,627.9270729270729,0.31868,0
192.168.89.10,7900,0,1,483,532,10,12,1.0,0.0,0.17,10,11,1.0,0.0,0.09,25,25,1.0,0.0,0.04,0.96,817.2763229796918,628.1878121878121,0.31968,0
192.168.89.10,8657,0,1,483,531,11,13,1.0,0.0,0.15,11,12,1.0,0.0,0.08,25,25,1.0,0.0,0.04,0.96,807.8096018110277,624.1218781218781,0.32068,0
39.156.66.18,83507,0,1,520,417,1,13,1.0,0.0,0.92,1,1,1.0,0.0,0.0,4,4,1.0,0.0,0.25,0.75,807.4625889606434,624.94005994006,0.31968,0
112.53.42.170,288824,0,3,1737,5163,1,4,1.0,0.0,0.75,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,808.2117978076407,626.2037962037963,0.31868,0
183.232.23.240,169402,0,3,1403,3110,1,3,1.0,0.0,0.67,1,2,1.0,0.0,0.5,3,3,1.0,0.0,0.33,0.67,808.5714489752999,627.1228771228771,0.31868,0
47.93.55.132,223590,0,3,1546,6375,1,4,1.0,0.0,0.75,1,3,1.0,0.0,0.67,2,2,1.0,0.0,0.5,0.5,429.0062826864434,606.3686313686313,0.31868,0
192.168.89.10,186890,0,1,483,531,11,12,1.0,0.0,0.08,1,2,1.0,0.0,0.5,25,25,1.0,0.0,0.04,0.96,428.69865521773215,606.7732267732267,0.31968,0
192.168.89.10,99003,0,1,483,531,7,8,1.0,0.0,0.12,2,3,1.0,0.0,0.33,26,26,1.0,0.0,0.04,0.96,428.36783331823113,607.1958041958042,0.32068,0
39.156.66.14,76983,0,1,246,198,1,9,1.0,0.0,0.89,1,4,1.0,0.0,0.75,2,2,1.0,0.0,0.5,0.5,427.55423404905065,605.9270729270729,0.32068,0
192.168.89.22,10458,0,1,472,527,1,10,1.0,0.0,0.9,1,5,1.0,0.0,0.8,51,51,1.0,0.0,0.02,0.98,427.55753473134286,605.916083916084,0.32068,0
192.168.89.22,7868,0,1,472,527,2,11,1.0,0.0,0.82,2,6,1.0,0.0,0.67,52,52,1.0,0.0,0.02,0.98,427.56083510571887,605.9050949050949,0.32068,0
117.147.199.51,4219043,0,3,1544,4547,1,4,1.0,0.0,0.75,1,4,1.0,0.0,0.75,3,3,1.0,0.0,0.33,0.67,428.5687769537629,606.965034965035,0.32068,0
192.168.89.10,96248,0,1,483,531,6,10,1.0,0.0,0.4,3,7,1.0,0.0,0.57,22,22,1.0,0.0,0.05,0.95,428.37704414826146,607.2647352647352,0.32168,0
192.168.89.10,108475,0,1,483,531,7,11,1.0,0.0,0.36,4,8,1.0,0.0,0.5,22,22,1.0,0.0,0.05,0.95,428.37704414826146,607.2647352647352,0.32168,0
192.168.92.14,790,0,2,834,453,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,428.37704414826146,607.2647352647352,0.32168,1
192.168.89.10,10817,0,1,483,531,6,10,1.0,0.0,0.4,5,9,1.0,0.0,0.44,22,22,1.0,0.0,0.05,0.95,428.0454884573396,607.6873126873128,0.32268,0
192.168.89.10,1120703,0,1,483,531,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,24,24,1.0,0.0,0.04,0.96,428.5533924956734,610.1968031968033,0.32368,0
192.168.89.10,106835,0,1,483,532,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.0,24,24,1.0,0.0,0.04,0.96,428.5533924956734,610.1968031968033,0.32368,0
192.168.89.10,68219,0,1,483,531,3,3,1.0,0.0,0.0,3,3,1.0,0.0,0.0,25,25,1.0,0.0,0.04,0.96,428.2418229215157,610.6013986013986,0.32468,0
192.168.95.20,48889,0,1,991,62710,1,4,1.0,0.0,0.75,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,428.07873652316437,611.5134865134867,0.32468,1
192.168.102.240,1490,0,0,78,64,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,428.3878586712381,611.1198801198801,0.32468,0
192.168.102.240,1305,0,0,78,64,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,428.36510165361307,611.1378621378623,0.32566999999999996,1
39.156.66.14,84346,0,1,520,417,1,5,1.0,0.0,0.8,1,5,1.0,0.0,0.8,3,3,1.0,0.0,0.33,0.67,428.0430014904332,611.5794205794206,0.32566999999999996,0
192.168.59.4,5047924,0,1,1237,28095,1,6,1.0,0.0,0.83,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,428.47581525444326,612.3436563436562,0.32468,0
192.168.95.100,184,0,0,78,64,1,3,1.0,0.0,0.67,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,428.7888587607192,611.9390609390609,0.32468,1
192.168.89.10,74350,0,1,483,531,4,7,1.0,0.0,0.43,4,7,1.0,0.0,0.43,25,25,1.0,0.0,0.04,0.96,428.7888587607192,611.9390609390609,0.32468,0
192.168.89.10,7705,0,1,483,531,5,9,1.0,0.0,0.44,5,9,1.0,0.0,0.44,25,25,1.0,0.0,0.04,0.96,428.6521438119148,612.1758241758242,0.32566999999999996,0
39.156.66.18,96375,0,1,246,198,1,11,1.0,0.0,0.91,1,11,1.0,0.0,0.91,5,5,1.0,0.0,0.2,0.8,427.0095598653536,609.9250749250748,0.32566999999999996,0
192.168.89.10,67270,0,1,483,531,7,12,1.0,0.0,0.42,6,11,1.0,0.0,0.45,26,26,1.0,0.0,0.04,0.96,427.0095598653536,609.9250749250748,0.32566999999999996,0
117.147.199.51,4211811,0,3,1543,4547,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,3,3,1.0,0.0,0.33,0.67,428.0066682146664,610.9840159840161,0.32566999999999996,0
192.168.89.10,76219,0,1,483,531,8,13,1.0,0.0,0.38,7,12,1.0,0.0,0.42,27,27,1.0,0.0,0.04,0.96,427.6711504223543,611.4065934065934,0.32666999999999996,0
192.168.92.4,1390,0,2,834,453,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,427.7096170224566,611.7572427572427,0.32566999999999996,1
192.168.89.10,62251,0,1,483,531,9,14,1.0,0.0,0.36,8,13,1.0,0.0,0.38,28,28,1.0,0.0,0.04,0.96,427.70961702245677,611.7572427572427,0.32566999999999996,0
192.168.89.10,81038,0,1,483,531,10,15,1.0,0.0,0.33,9,14,1.0,0.0,0.36,29,29,1.0,0.0,0.03,0.97,427.70961702245677,611.7572427572427,0.32566999999999996,0
192.168.89.22,179874,0,1,472,527,2,16,1.0,0.0,0.88,2,15,1.0,0.0,0.87,37,37,1.0,0.0,0.03,0.97,427.71306629722017,611.7462537462537,0.32566999999999996,0
192.168.89.10,71502,0,1,483,531,11,17,1.0,0.0,0.35,8,14,1.0,0.0,0.43,30,30,1.0,0.0,0.03,0.97,427.71306629722017,611.7462537462537,0.32566999999999996,0
192.168.89.10,98967,0,1,483,531,12,18,1.0,0.0,0.33,9,15,1.0,0.0,0.4,31,31,1.0,0.0,0.03,0.97,427.71306629722017,611.7462537462537,0.32566999999999996,0
192.168.89.22,158469,0,1,472,527,3,19,1.0,0.0,0.84,3,16,1.0,0.0,0.81,35,35,1.0,0.0,0.03,0.97,427.69248272512465,611.7992007992008,0.32566999999999996,0
183.232.23.240,168527,0,3,1428,3109,1,2,1.0,0.0,0.5,1,2,1.0,0.0,0.5,4,4,1.0,0.0,0.25,0.75,428.44943004149286,612.7432567432568,0.32566999999999996,0
39.106.123.113,215573,0,3,1555,6375,1,3,1.0,0.0,0.67,1,3,1.0,0.0,0.67,2,2,1.0,0.0,0.5,0.5,426.1943246146412,612.007992007992,0.32566999999999996,0
192.168.89.10,86415,0,1,483,532,13,20,1.0,0.0,0.35,9,12,1.0,0.0,0.25,32,32,1.0,0.0,0.03,0.97,425.992912109701,612.3126873126872,0.32666999999999996,0
