ip,duration,trans_protocol,app_protocol,send_bytes,recv_bytes,t_same_main_engine,t_same_server,t_same_server_rate,t_diff_server_rate,t_diff_main_engine_rate,t_same_main_engine_2,t_same_server_2,t_same_server_rate_2,t_diff_server_rate_2,t_diff_main_engine_rate_2,same_main_engine,same_server,same_server_rate,diff_server_rate,same_src_rate,diff_src_rate,std,mean,send_rst_flag_rate,label
192.168.89.10,5669036,0,1,548,2211,20,32,1.0,0.0,0.38,15,25,1.0,0.0,0.4,31,31,1.0,0.0,0.03,0.97,1213.7374048712286,819.977022977023,0.44256,0
192.168.89.10,73007,0,1,483,531,21,33,1.0,0.0,0.36,16,26,1.0,0.0,0.38,32,32,1.0,0.0,0.03,0.97,1212.933917786734,818.2057942057942,0.44356,0
192.168.89.22,10457,0,1,472,527,2,34,1.0,0.0,0.94,2,27,1.0,0.0,0.93,25,25,1.0,0.0,0.04,0.96,1212.8484176838256,818.4315684315685,0.44456,0
192.168.89.10,5766830,0,1,548,2212,22,35,1.0,0.0,0.37,17,28,1.0,0.0,0.39,33,33,1.0,0.0,0.03,0.97,1212.8321970905386,818.4965034965035,0.44356,0
192.168.89.10,6854857,0,1,548,2211,23,36,1.0,0.0,0.36,18,29,1.0,0.0,0.38,34,34,1.0,0.0,0.03,0.97,1212.8159728036405,818.5614385614384,0.44256,0
192.168.89.22,7184,0,1,472,527,3,37,1.0,0.0,0.92,3,28,1.0,0.0,0.89,24,24,1.0,0.0,0.04,0.96,1212.8190630191607,818.5504495504497,0.44256,0
192.168.92.18,17764,0,2,985,1995,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1212.6042508957116,819.4565434565434,0.44256,0
192.168.92.18,19263,0,2,1780,2838,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,1212.9528300011573,820.6893106893108,0.44256,0
192.168.89.22,201413,0,1,472,527,4,37,1.0,0.0,0.89,4,29,1.0,0.0,0.86,23,23,1.0,0.0,0.04,0.96,1212.9836770291354,820.1258741258741,0.44356,0
192.168.89.22,134930,0,1,472,528,5,38,1.0,0.0,0.87,5,30,1.0,0.0,0.83,23,23,1.0,0.0,0.04,0.96,1212.9867809903594,820.1148851148853,0.44356,0
183.232.224.209,42818,0,3,224,217,1,9,1.0,0.0,0.89,1,7,1.0,0.0,0.86,1,1,1.0,0.0,1.0,0.0,1213.0569184149126,819.9490509490511,0.44256,0
59.111.181.50,5133719,0,3,1932,6667,1,10,1.0,0.0,0.9,1,5,1.0,0.0,0.8,1,1,1.0,0.0,1.0,0.0,1213.518435194083,821.3966033966034,0.44156000000000006,0
112.13.119.38,5122820,0,3,1925,8334,1,11,1.0,0.0,0.91,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,1213.3697780582684,821.2437562437563,0.44156000000000006,0
111.13.25.101,3851193,0,3,3847,5616,4,11,1.0,0.0,0.64,3,7,1.0,0.0,0.57,5,5,1.0,0.0,0.2,0.8,1217.128943533413,824.2467532467532,0.44156000000000006,0
112.13.119.35,5140654,0,3,1871,8135,1,12,1.0,0.0,0.92,1,7,1.0,0.0,0.86,1,1,1.0,0.0,1.0,0.0,1217.5299615361898,825.6333666333667,0.44056000000000006,0
192.168.59.4,5028288,0,1,3809,30509,5,35,1.0,0.0,0.86,1,14,1.0,0.0,0.93,5,5,1.0,0.0,0.2,0.8,1221.1202836596085,828.9670329670329,0.43956000000000006,0
59.111.181.50,5129829,0,3,2136,6298,2,12,1.0,0.0,0.83,2,8,1.0,0.0,0.75,2,2,1.0,0.0,0.5,0.5,1221.6784763988878,830.8551448551448,0.43956000000000006,0
192.168.89.22,176820,0,1,472,527,6,36,1.0,0.0,0.83,5,15,1.0,0.0,0.67,24,24,1.0,0.0,0.04,0.96,1221.6784763988878,830.8551448551448,0.43956000000000006,0
192.168.59.4,4896242,0,1,1950,9113,6,39,1.0,0.0,0.85,2,18,1.0,0.0,0.89,6,6,1.0,0.0,0.17,0.83,1222.1930917612606,831.9500499500499,0.43956000000000006,0
192.168.59.4,4896062,0,1,2010,11999,7,40,1.0,0.0,0.82,3,19,1.0,0.0,0.84,7,7,1.0,0.0,0.14,0.86,1222.7062498795194,833.4865134865133,0.43856000000000006,0
192.168.59.4,4892819,0,1,1890,2131,8,41,1.0,0.0,0.8,4,20,1.0,0.0,0.8,8,8,1.0,0.0,0.12,0.88,1223.1111909234946,834.8921078921079,0.43756000000000006,0
192.168.59.4,4889974,0,1,1890,3226,9,41,1.0,0.0,0.78,5,21,1.0,0.0,0.76,9,9,1.0,0.0,0.11,0.89,1223.5111605761228,836.3086913086912,0.43656000000000006,0
192.168.59.4,4888019,0,1,1098,895,10,42,1.0,0.0,0.76,6,22,1.0,0.0,0.73,10,10,1.0,0.0,0.1,0.9,1223.484774998732,836.934065934066,0.43556000000000006,0
39.156.66.18,83568,0,1,580,417,1,43,1.0,0.0,0.98,1,23,1.0,0.0,0.96,1,1,1.0,0.0,1.0,0.0,1223.4605797694142,837.0309690309689,0.43456999999999996,0
111.13.25.101,5573554,0,3,3039,5616,4,13,1.0,0.0,0.69,3,8,1.0,0.0,0.62,6,6,1.0,0.0,0.17,0.83,1218.184149400114,835.022977022977,0.43356999999999996,0
39.156.66.18,85322,0,1,520,417,2,44,1.0,0.0,0.95,2,24,1.0,0.0,0.92,2,2,1.0,0.0,0.5,0.5,1218.1708032366307,835.0709290709291,0.43256999999999995,0
192.168.89.10,4678625,0,1,548,2211,19,45,1.0,0.0,0.58,6,23,1.0,0.0,0.74,26,26,1.0,0.0,0.04,0.96,1218.0514331657064,835.3946053946054,0.43256999999999995,0
192.168.89.10,85628,0,1,483,531,20,47,1.0,0.0,0.57,7,25,1.0,0.0,0.72,27,27,1.0,0.0,0.04,0.96,1218.0128412753681,835.9530469530471,0.43157,0
192.168.91.54,114,0,0,78,64,1,1,1.0,0.0,0.0,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1218.2477236433315,835.3566433566432,0.43456999999999996,1
221.182.23.147,4569347,0,3,289,224,1,9,1.0,0.0,0.89,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1217.793760920986,833.6563436563437,0.43456999999999996,0
192.168.89.30,4023988,0,1,786,1889,1,29,1.0,0.0,0.97,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1217.7410028207755,833.9700299700299,0.43356999999999996,0
192.168.89.30,4023721,0,1,729,671,2,30,1.0,0.0,0.93,2,2,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.5,1217.6949701588894,834.2157842157843,0.43256999999999995,0
112.13.121.43,367125,0,3,2044,5267,1,9,1.0,0.0,0.89,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,1218.1719710021155,834.8771228771228,0.43157,0
192.168.89.22,1284046,0,1,472,527,6,23,1.0,0.0,0.74,1,3,1.0,0.0,0.67,20,20,1.0,0.0,0.05,0.95,1218.0951214402435,833.9510489510491,0.43256999999999995,0
39.156.66.14,92350,0,1,246,198,1,24,1.0,0.0,0.96,1,4,1.0,0.0,0.75,1,1,1.0,0.0,1.0,0.0,1218.2364351217998,833.3376623376622,0.43256999999999995,0
192.168.89.22,154461,0,1,472,527,7,25,1.0,0.0,0.72,2,5,1.0,0.0,0.6,20,20,1.0,0.0,0.05,0.95,1218.2364351218,833.3376623376622,0.43256999999999995,0
117.147.199.34,1198068,0,3,2048,5200,1,6,1.0,0.0,0.83,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,1218.7899262483534,834.901098901099,0.43157,0
192.168.89.22,1218482,0,1,472,527,8,26,1.0,0.0,0.69,3,6,1.0,0.0,0.5,19,19,1.0,0.0,0.05,0.95,1218.843557834815,834.5124875124875,0.43256999999999995,0
192.168.89.10,9912,0,1,483,531,7,27,1.0,0.0,0.74,1,7,1.0,0.0,0.86,31,31,1.0,0.0,0.03,0.97,1218.8435578348153,834.5124875124875,0.43256999999999995,0
192.168.89.22,1207567,0,1,472,527,9,28,1.0,0.0,0.68,4,8,1.0,0.0,0.5,20,20,1.0,0.0,0.05,0.95,1218.846776581441,834.5014985014985,0.43256999999999995,0
192.168.89.22,160168,0,1,472,528,10,29,1.0,0.0,0.66,5,9,1.0,0.0,0.44,21,21,1.0,0.0,0.05,0.95,1218.849995220491,834.4905094905095,0.43256999999999995,0
120.241.21.115,738423,0,1,1708,30262,1,30,1.0,0.0,0.97,1,10,1.0,0.0,0.9,1,1,1.0,0.0,1.0,0.0,1219.1114172371924,835.7142857142858,0.43157,0
183.232.23.240,1155187,0,3,1415,3105,1,6,1.0,0.0,0.83,1,4,1.0,0.0,0.75,2,2,1.0,0.0,0.5,0.5,1219.214206023855,836.5824175824176,0.43157,0
47.93.55.132,1232062,0,3,1554,6382,1,7,1.0,0.0,0.86,1,5,1.0,0.0,0.8,1,1,1.0,0.0,1.0,0.0,1219.3701234844198,837.6633366633366,0.43057,0
192.168.89.10,1078830,0,1,483,531,8,31,1.0,0.0,0.74,2,11,1.0,0.0,0.82,32,32,1.0,0.0,0.03,0.97,1219.259718343139,837.9370629370628,0.43057,0
183.192.205.169,1123735,0,0,620,258,1,2,1.0,0.0,0.5,1,1,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,1219.227557387372,838.0739260739259,0.43057,0
117.147.199.51,5207856,0,3,1484,4547,1,7,1.0,0.0,0.86,1,6,1.0,0.0,0.83,2,2,1.0,0.0,0.5,0.5,1219.3464187180894,839.0739260739259,0.43057,0
20.106.86.13,301809,0,3,3033,4886,1,7,1.0,0.0,0.86,1,7,1.0,0.0,0.86,1,1,1.0,0.0,1.0,0.0,1221.1695438395695,841.8581418581418,0.43157,0
117.147.199.34,712306,0,3,2119,4643,2,8,1.0,0.0,0.75,2,8,1.0,0.0,0.75,2,2,1.0,0.0,0.5,0.5,1221.7827937071331,843.4925074925075,0.43057,0
192.168.89.22,194416,0,1,472,527,6,12,1.0,0.0,0.5,6,10,1.0,0.0,0.4,17,17,1.0,0.0,0.06,0.94,1221.8389955617388,843.1018981018982,0.43157,0
39.156.66.18,80886,0,1,246,198,1,13,1.0,0.0,0.92,1,11,1.0,0.0,0.91,3,3,1.0,0.0,0.33,0.67,1221.9284248939448,842.8761238761238,0.43057,0
192.168.89.10,85542,0,1,483,532,3,14,1.0,0.0,0.79,3,12,1.0,0.0,0.75,32,32,1.0,0.0,0.03,0.97,1221.9284248939446,842.8761238761238,0.43057,0
117.184.34.196,200134,0,3,1773,7237,1,9,1.0,0.0,0.89,1,8,1.0,0.0,0.88,2,2,1.0,0.0,0.5,0.5,1222.2251187134598,844.1758241758242,0.42957,0
183.232.23.240,154644,0,3,1412,3105,2,10,1.0,0.0,0.8,2,9,1.0,0.0,0.78,3,3,1.0,0.0,0.33,0.67,1222.210100312487,845.3406593406594,0.43057,0
39.106.123.113,226935,0,3,1555,6375,1,11,1.0,0.0,0.91,1,10,1.0,0.0,0.9,2,2,1.0,0.0,0.5,0.5,1222.3584695259115,846.4225774225773,0.42957,0
192.168.89.22,11533,0,1,472,528,7,15,1.0,0.0,0.53,7,13,1.0,0.0,0.46,17,17,1.0,0.0,0.06,0.94,1222.361786088507,846.4115884115885,0.42957,0
192.168.89.22,93254,0,1,472,527,8,16,1.0,0.0,0.5,8,14,1.0,0.0,0.43,18,18,1.0,0.0,0.06,0.94,1222.3824347264353,846.3366633366634,0.43057,0
192.168.89.10,88357,0,1,483,531,4,17,1.0,0.0,0.76,4,15,1.0,0.0,0.73,30,30,1.0,0.0,0.03,0.97,1222.399518331296,846.2737262737262,0.43157,0
223.109.146.194,213196,0,3,2108,5289,1,12,1.0,0.0,0.92,1,10,1.0,0.0,0.9,1,1,1.0,0.0,1.0,0.0,1222.9012701544605,848.1338661338661,0.43157,0
39.156.82.240,73893,0,3,369,217,1,13,1.0,0.0,0.92,1,11,1.0,0.0,0.91,1,1,1.0,0.0,1.0,0.0,1216.172518264593,843.5804195804196,0.43157,0
192.168.89.10,88781,0,1,483,531,5,18,1.0,0.0,0.72,5,16,1.0,0.0,0.69,30,30,1.0,0.0,0.03,0.97,1216.1692104052695,843.5914085914087,0.43157,0
39.156.82.240,45832,0,3,369,217,2,14,1.0,0.0,0.86,2,12,1.0,0.0,0.83,2,2,1.0,0.0,0.5,0.5,1216.2050022551182,843.4885114885113,0.43157,0
192.168.93.30,20528,0,1,546,595,1,19,1.0,0.0,0.95,1,17,1.0,0.0,0.94,4,4,1.0,0.0,0.25,0.75,1216.1879757701895,843.5514485514485,0.43057,0
192.168.89.10,81994,0,1,483,531,6,20,1.0,0.0,0.7,6,17,1.0,0.0,0.65,28,28,1.0,0.0,0.04,0.96,1216.1767809980422,843.5874125874126,0.43157,0
192.168.93.30,16275027,0,1,547,691,2,21,1.0,0.0,0.9,2,17,1.0,0.0,0.88,4,4,1.0,0.0,0.25,0.75,1216.1643045588119,842.9480519480519,0.43157,0
192.168.89.10,77211,0,1,483,531,7,22,1.0,0.0,0.68,6,13,1.0,0.0,0.54,28,28,1.0,0.0,0.04,0.96,1216.1643045588119,842.9480519480519,0.43157,0
111.19.184.91,428,0,3,284,153,1,15,1.0,0.0,0.93,1,12,1.0,0.0,0.92,1,1,1.0,0.0,1.0,0.0,1216.2360898408301,842.7602397602398,0.43057,1
192.168.93.30,22097,0,1,546,595,3,23,1.0,0.0,0.87,3,13,1.0,0.0,0.77,5,5,1.0,0.0,0.2,0.8,1216.236333184823,842.7592407592407,0.43057,0
139.224.214.226,20230133,0,3,2716,2621,1,16,1.0,0.0,0.94,1,13,1.0,0.0,0.92,1,1,1.0,0.0,1.0,0.0,1217.6214805226907,844.9900099900099,0.42957,0
111.30.164.230,1110958,0,1,1159,5046,1,24,1.0,0.0,0.96,1,14,1.0,0.0,0.93,1,1,1.0,0.0,1.0,0.0,1217.661729437711,845.2837162837163,0.42957,0
192.168.89.22,1292647,0,1,472,527,9,25,1.0,0.0,0.64,4,15,1.0,0.0,0.73,19,19,1.0,0.0,0.05,0.95,1217.6650485150176,845.2727272727273,0.42957,0
192.168.89.10,1082417,0,1,483,531,8,26,1.0,0.0,0.69,7,16,1.0,0.0,0.56,26,26,1.0,0.0,0.04,0.96,1217.6443445418126,845.3366633366634,0.42957,0
39.106.32.246,1041671,0,3,224,128,1,17,1.0,0.0,0.94,1,12,1.0,0.0,0.92,1,1,1.0,0.0,1.0,0.0,1217.7281322413846,845.1418581418582,0.42857,0
117.184.34.196,1199131,0,3,1630,7233,2,18,1.0,0.0,0.89,2,13,1.0,0.0,0.85,2,2,1.0,0.0,0.5,0.5,1217.92313260377,846.2987012987013,0.42757,0
183.232.23.240,1157863,0,3,1403,3105,3,19,1.0,0.0,0.84,2,14,1.0,0.0,0.86,3,3,1.0,0.0,0.33,0.67,1217.9018963581038,847.4545454545455,0.42757,0
39.106.123.113,1236386,0,3,1554,6382,2,20,1.0,0.0,0.9,2,15,1.0,0.0,0.87,2,2,1.0,0.0,0.5,0.5,1218.048333707559,848.5354645354645,0.42657,0
39.156.66.18,77269,0,1,246,198,2,27,1.0,0.0,0.93,2,16,1.0,0.0,0.88,4,4,1.0,0.0,0.25,0.75,1217.9537222774566,848.7032967032968,0.42557,0
120.233.23.125,208854,0,1,1097,632,1,28,1.0,0.0,0.96,1,17,1.0,0.0,0.94,2,2,1.0,0.0,0.5,0.5,1217.7473974168229,848.2007992007992,0.42657,0
192.168.89.10,76750,0,1,483,531,9,29,1.0,0.0,0.69,7,18,1.0,0.0,0.61,24,24,1.0,0.0,0.04,0.96,1217.6395126622756,847.2077922077922,0.42657,0
192.168.89.22,11105,0,1,472,527,14,34,1.0,0.0,0.59,9,23,1.0,0.0,0.61,23,23,1.0,0.0,0.04,0.96,1217.526354982684,845.9500499500499,0.42957,0
192.168.89.22,7945,0,1,472,527,15,35,1.0,0.0,0.57,10,24,1.0,0.0,0.58,24,24,1.0,0.0,0.04,0.96,1217.5263549826836,845.9500499500499,0.42957,0
192.168.89.22,10336,0,1,472,527,16,36,1.0,0.0,0.56,11,25,1.0,0.0,0.56,25,25,1.0,0.0,0.04,0.96,1217.529680443133,845.9390609390608,0.42957,0
192.168.94.132,106,0,0,78,64,1,3,1.0,0.0,0.67,1,2,1.0,0.0,0.5,1,1,1.0,0.0,1.0,0.0,1217.3598464339068,843.6073926073926,0.43157,1
192.168.89.10,13537,0,1,483,531,13,39,1.0,0.0,0.67,11,28,1.0,0.0,0.61,22,22,1.0,0.0,0.05,0.95,1217.3229009439647,842.7792207792207,0.43256999999999995,0
112.53.36.112,246146,0,1,1117,632,1,40,1.0,0.0,0.97,1,29,1.0,0.0,0.97,1,1,1.0,0.0,1.0,0.0,1212.4239972838182,839.5954045954047,0.43356999999999996,0
192.168.89.22,122953,0,1,472,527,17,41,1.0,0.0,0.59,11,30,1.0,0.0,0.63,25,25,1.0,0.0,0.04,0.96,1212.4419424685134,839.5304695304695,0.43456999999999996,0
192.168.103.140,1348,0,0,395,198,1,4,1.0,0.0,0.75,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,1212.4856371973074,839.3886113886115,0.43456999999999996,1
117.184.34.196,200393,0,3,1631,7233,3,20,1.0,0.0,0.85,3,13,1.0,0.0,0.77,3,3,1.0,0.0,0.33,0.67,1212.7056118477742,840.4815184815186,0.43456999999999996,0
183.232.23.240,166892,0,3,1377,3105,4,21,1.0,0.0,0.81,3,14,1.0,0.0,0.79,4,4,1.0,0.0,0.25,0.75,1212.785946616149,841.3206793206793,0.43556000000000006,0
39.106.123.113,225282,0,3,1525,6375,3,22,1.0,0.0,0.86,3,15,1.0,0.0,0.8,3,3,1.0,0.0,0.33,0.67,1212.7633524109922,842.7242757242758,0.43456999999999996,0
183.232.23.240,158175,0,3,1411,3105,5,22,1.0,0.0,0.77,3,13,1.0,0.0,0.77,5,5,1.0,0.0,0.2,0.8,1212.857546180062,843.5974025974026,0.43556000000000006,0
47.93.55.132,221501,0,3,1571,6375,2,23,1.0,0.0,0.91,1,14,1.0,0.0,0.93,2,2,1.0,0.0,0.5,0.5,1213.0362889042376,844.6303696303696,0.43556000000000006,0
192.168.89.22,89323,0,1,472,527,18,42,1.0,0.0,0.57,11,29,1.0,0.0,0.62,23,23,1.0,0.0,0.04,0.96,1213.0544945538427,844.5654345654345,0.43656000000000006,0
192.168.89.10,137067,0,1,483,531,14,43,1.0,0.0,0.67,11,30,1.0,0.0,0.63,20,20,1.0,0.0,0.05,0.95,1213.0693718073446,844.5114885114887,0.43756000000000006,0
192.168.93.30,3257,0,1,546,595,4,44,1.0,0.0,0.91,4,31,1.0,0.0,0.87,4,4,1.0,0.0,0.25,0.75,1213.0671259160358,844.5204795204794,0.43756000000000006,0
192.168.89.22,11841,0,1,472,527,19,45,1.0,0.0,0.58,11,30,1.0,0.0,0.63,24,24,1.0,0.0,0.04,0.96,1213.0853252205566,844.4555444555444,0.43856000000000006,0
120.241.21.115,747990,0,1,1971,30710,2,46,1.0,0.0,0.96,1,31,1.0,0.0,0.97,2,2,1.0,0.0,0.5,0.5,1213.568026158574,845.8881118881119,0.43956000000000006,0
192.168.89.10,187937,0,1,547,531,15,47,1.0,0.0,0.68,11,32,1.0,0.0,0.66,21,21,1.0,0.0,0.05,0.95,1213.5655245284736,845.8981018981018,0.44056000000000006,0
192.168.89.22,7868,0,1,472,527,20,48,1.0,0.0,0.58,12,32,1.0,0.0,0.62,25,25,1.0,0.0,0.04,0.96,1213.5837900711008,845.8331668331668,0.44156000000000006,0
192.168.93.30,34444,0,1,546,595,5,49,1.0,0.0,0.9,5,33,1.0,0.0,0.85,5,5,1.0,0.0,0.2,0.8,1213.5815353399298,845.8421578421577,0.44156000000000006,0
192.168.93.30,2888,0,1,546,595,6,49,1.0,0.0,0.88,5,32,1.0,0.0,0.84,6,6,1.0,0.0,0.17,0.83,1213.579280537958,845.8511488511489,0.44156000000000006,0
192.168.89.22,111496,0,1,472,527,16,42,1.0,0.0,0.62,12,24,1.0,0.0,0.5,24,24,1.0,0.0,0.04,0.96,1213.597543361265,845.7862137862137,0.44256,0
120.46.209.149,39836,0,3,284,64,1,20,1.0,0.0,0.95,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,1213.688167595248,845.5334665334665,0.44256,0
111.19.184.91,15044,0,3,284,217,2,21,1.0,0.0,0.9,1,7,1.0,0.0,0.86,2,2,1.0,0.0,0.5,0.5,1213.796961738776,845.2157842157843,0.44356,0
192.168.89.10,117206,0,1,483,531,14,44,1.0,0.0,0.68,7,25,1.0,0.0,0.72,22,22,1.0,0.0,0.05,0.95,1213.811858795944,845.1618381618382,0.44456,0
192.168.93.30,25572,0,1,546,595,7,45,1.0,0.0,0.84,4,26,1.0,0.0,0.85,7,7,1.0,0.0,0.14,0.86,1213.8096094611344,845.1708291708293,0.44456,0
117.131.23.144,158053,0,1,1539,632,1,46,1.0,0.0,0.98,1,27,1.0,0.0,0.96,1,1,1.0,0.0,1.0,0.0,1213.9697195529784,846.1658341658342,0.44456,0
192.168.89.10,128619,0,1,483,531,15,47,1.0,0.0,0.68,8,28,1.0,0.0,0.71,23,23,1.0,0.0,0.04,0.96,1213.9846567077402,846.1118881118881,0.44555,0
192.168.93.30,3160,0,1,546,595,8,48,1.0,0.0,0.83,5,27,1.0,0.0,0.81,8,8,1.0,0.0,0.12,0.88,1213.9851489907599,846.1098901098901,0.44555,0
192.168.89.22,12032,0,1,472,527,18,49,1.0,0.0,0.63,9,26,1.0,0.0,0.65,25,25,1.0,0.0,0.04,0.96,1214.0034195480455,846.044955044955,0.44655,0
192.168.93.30,3465,0,1,546,595,9,52,1.0,0.0,0.83,6,24,1.0,0.0,0.75,9,9,1.0,0.0,0.11,0.89,1213.9619120962716,846.6633366633366,0.44755,0
40.90.184.82,1625432,0,3,5407,11748,1,14,1.0,0.0,0.93,1,3,1.0,0.0,0.67,1,1,1.0,0.0,1.0,0.0,1222.4192942795914,851.6013986013986,0.44955,0
192.168.89.10,103784,0,1,419,532,15,47,1.0,0.0,0.68,5,15,1.0,0.0,0.67,22,22,1.0,0.0,0.05,0.95,1222.4371923770552,851.5474525474525,0.45055,0
192.168.89.10,103553,0,1,419,531,16,48,1.0,0.0,0.67,6,16,1.0,0.0,0.62,23,23,1.0,0.0,0.04,0.96,1222.4550878318705,851.4935064935065,0.45155,0
192.168.89.10,103282,0,1,419,531,17,49,1.0,0.0,0.65,7,17,1.0,0.0,0.59,23,23,1.0,0.0,0.04,0.96,1222.4729806441535,851.4395604395604,0.45255,0
120.241.131.187,131289,0,1,5628,760,1,48,1.0,0.0,0.98,1,17,1.0,0.0,0.94,1,1,1.0,0.0,1.0,0.0,1231.7094971279084,856.5254745254747,0.45255,0
183.232.23.240,153197,0,3,1382,3105,4,15,1.0,0.0,0.73,1,4,1.0,0.0,0.75,6,6,1.0,0.0,0.17,0.83,1231.7614880603708,857.4335664335664,0.45355,0
47.93.55.132,217594,0,3,1571,6382,2,16,1.0,0.0,0.88,1,5,1.0,0.0,0.8,3,3,1.0,0.0,0.33,0.67,1231.9075400100228,858.5304695304695,0.45355,0
111.63.96.22,8501,0,3,294,64,1,16,1.0,0.0,0.94,1,6,1.0,0.0,0.83,1,1,1.0,0.0,1.0,0.0,1231.9948157005158,858.2877122877122,0.45455,0
120.241.131.42,217767,0,1,1014,664,1,46,1.0,0.0,0.98,1,18,1.0,0.0,0.94,1,1,1.0,0.0,1.0,0.0,1231.9627016518718,858.7642357642357,0.45455,0
192.168.93.30,16261733,0,1,547,691,7,47,1.0,0.0,0.85,4,19,1.0,0.0,0.79,10,10,1.0,0.0,0.1,0.9,1231.9601329612171,858.7742257742258,0.45455,0
192.168.89.22,1444064,0,1,472,527,17,48,1.0,0.0,0.65,5,20,1.0,0.0,0.75,24,24,1.0,0.0,0.04,0.96,1231.9972721056529,858.6283716283716,0.45553999999999994,0
192.168.89.22,1429021,0,1,472,527,17,48,1.0,0.0,0.65,6,21,1.0,0.0,0.71,24,24,1.0,0.0,0.04,0.96,1232.015935350197,858.5634365634364,0.45653999999999995,0
192.168.89.22,1414534,0,1,472,527,18,48,1.0,0.0,0.62,7,22,1.0,0.0,0.68,25,25,1.0,0.0,0.04,0.96,1232.0374133548055,858.4875124875125,0.45753999999999995,0
192.168.89.10,75118,0,1,483,531,15,49,1.0,0.0,0.69,8,23,1.0,0.0,0.65,23,23,1.0,0.0,0.04,0.96,1232.0554888162414,858.4225774225773,0.45853999999999995,0
192.168.89.10,137725,0,1,419,532,16,48,1.0,0.0,0.67,9,24,1.0,0.0,0.62,23,23,1.0,0.0,0.04,0.96,1232.0918811778074,858.3046953046953,0.45953999999999995,0
192.168.89.10,140608,0,1,419,531,17,49,1.0,0.0,0.65,10,25,1.0,0.0,0.6,24,24,1.0,0.0,0.04,0.96,1232.1282611862775,858.1868131868132,0.46053999999999995,0
192.168.89.10,92890,0,1,419,532,18,50,1.0,0.0,0.64,11,26,1.0,0.0,0.58,25,25,1.0,0.0,0.04,0.96,1232.164628842747,858.0689310689311,0.46153999999999995,0
192.168.89.10,144030,0,1,419,532,19,51,1.0,0.0,0.63,12,27,1.0,0.0,0.56,26,26,1.0,0.0,0.04,0.96,1232.2009841483095,857.9510489510491,0.46253999999999995,0
192.168.89.10,139886,0,1,419,532,20,52,1.0,0.0,0.62,13,28,1.0,0.0,0.54,27,27,1.0,0.0,0.04,0.96,1232.2373271040578,857.8331668331668,0.46353999999999995,0
39.156.66.14,97853,0,1,246,198,1,52,1.0,0.0,0.98,1,29,1.0,0.0,0.97,1,1,1.0,0.0,1.0,0.0,1232.3473051721214,857.5424575424576,0.46353999999999995,0
192.168.89.10,124046,0,1,419,532,20,53,1.0,0.0,0.62,14,30,1.0,0.0,0.53,27,27,1.0,0.0,0.04,0.96,1232.3836047295654,857.4245754245753,0.46453999999999995,0
111.9.246.105,39855,0,1,735,6530,1,54,1.0,0.0,0.98,1,31,1.0,0.0,0.97,1,1,1.0,0.0,1.0,0.0,1232.3480488665512,857.6223776223776,0.46453999999999995,0
192.168.89.10,114117,0,1,419,531,21,55,1.0,0.0,0.62,15,32,1.0,0.0,0.53,28,28,1.0,0.0,0.04,0.96,1232.3843560467415,857.5044955044956,0.46553,0
192.168.89.10,122617,0,1,419,532,22,56,1.0,0.0,0.61,16,33,1.0,0.0,0.52,29,29,1.0,0.0,0.03,0.97,1232.4232073646358,857.3766233766232,0.46653,0
192.168.89.10,122600,0,1,419,532,23,57,1.0,0.0,0.6,17,34,1.0,0.0,0.5,30,30,1.0,0.0,0.03,0.97,1232.4594888248535,857.2587412587413,0.46753,0
192.168.89.10,118341,0,1,419,532,24,58,1.0,0.0,0.59,18,35,1.0,0.0,0.49,31,31,1.0,0.0,0.03,0.97,1232.495757942199,857.1408591408591,0.46853,0
192.168.89.10,1148969,0,1,419,532,25,59,1.0,0.0,0.58,19,36,1.0,0.0,0.47,32,32,1.0,0.0,0.03,0.97,1232.5320147177615,857.022977022977,0.46953,0
192.168.89.10,115312,0,1,419,532,26,60,1.0,0.0,0.57,20,37,1.0,0.0,0.46,32,32,1.0,0.0,0.03,0.97,1232.5708114266024,856.8951048951049,0.47053,0
192.168.89.10,117988,0,1,419,532,27,61,1.0,0.0,0.56,21,38,1.0,0.0,0.45,33,33,1.0,0.0,0.03,0.97,1232.609593648727,856.7672327672328,0.47153,0
192.168.89.10,121971,0,1,419,532,28,62,1.0,0.0,0.55,22,39,1.0,0.0,0.44,34,34,1.0,0.0,0.03,0.97,1232.6486119273516,856.6383616383616,0.47253,0
